S.No,Latitude,Longitude,Elevation (m),Slope (°),Annual Rainfall (mm),Clay content (%),Sand content (%),Silt content (%),Vol. water content at -10 kPa (%),Vol. water content at -33 kPa (%),Vol. water content at -1500 kPa (%),Soil moisture (m³/m³),Land cover,Distance to road (m),State,District,Subdivision / Taluk,Material Involved,Initiation Year,Elevation Band,Slope Band,Rainfall Band,Road Distance Band,Decade,Elevation Band Sort,Slope Band Sort,Rainfall Band Sort,Road Distance Band Sort
9923,24.09,94.02,1461.0,36.49,2110.0,31.2,31.2,37.6,42.8,36.4,18.9,0.189,Grassland,73.9,Manipur,Chandel,Khengjoy,Rock,2015,1000–1500 m,30–40°,2000–2500 mm,50–100 m,2010s,3,4,3,3
9939,24.09,92.37,154.0,24.73,2328.0,28.3,36.5,35.2,40.1,30.7,18.4,0.184,Tree cover,2436.5,Mizoram,Mamit,Zawlnuam,Debris,2019,0–500 m,20–30°,2000–2500 mm,>1000 m,2010s,1,3,3,6
9944,24.09109,92.795724,916.0,28.82,2182.0,31.0,28.5,40.5,41.4,34.2,19.3,0.193,Tree cover,8.7,Mizoram,Aizawl,Thingdawl,Debris,2016,500–1000 m,20–30°,2000–2500 mm,0–10 m,2010s,2,3,3,1
9947,24.091664,92.796134,903.0,31.35,2182.0,31.0,28.5,40.5,41.4,34.2,19.3,0.193,Tree cover,6.1,Mizoram,Aizawl,Thingdawl,Rock,2016,500–1000 m,30–40°,2000–2500 mm,0–10 m,2010s,2,4,3,1
9951,24.099117,92.916676,812.0,27.95,1942.0,31.7,27.0,41.3,42.0,34.9,18.9,0.189,Tree cover,9.4,Mizoram,Aizawl,Darlawn,Soil,2016,500–1000 m,20–30°,1500–2000 mm,0–10 m,2010s,2,3,2,1
9963,24.1,94.03,1420.0,31.81,2127.0,33.8,30.4,35.8,43.3,36.0,18.3,0.183,Tree cover,818.2,Manipur,Chandel,Khengjoy,Rock,2020,1000–1500 m,30–40°,2000–2500 mm,500–1000 m,2020s,3,4,3,5
9971,24.1,92.42,138.0,12.25,2282.0,27.8,35.7,36.5,40.8,33.0,18.0,0.18,Tree cover,14.8,Mizoram,Mamit,Zawlnuam,Debris,2019,0–500 m,10–20°,2000–2500 mm,10–50 m,2010s,1,2,3,2
9972,24.1,92.51,570.0,40.33,2847.0,29.7,35.2,35.1,41.5,33.1,18.6,0.186,Tree cover,48.4,Mizoram,Mamit,Zawlnuam,Rock,2019,500–1000 m,40–50°,2500–3000 mm,10–50 m,2010s,2,5,4,2
9960,24.1,93.95,1501.0,24.02,2084.0,31.3,31.3,37.5,41.6,33.4,19.4,0.194,Tree cover,7167.1,Manipur,Chandel,Khengjoy,Rock,2015,1500–2000 m,20–30°,2000–2500 mm,>1000 m,2010s,4,3,3,6
9970,24.1,92.37,110.0,27.31,2339.0,28.3,37.0,34.7,40.6,30.8,19.1,0.191,Tree cover,1694.8,Mizoram,Mamit,Zawlnuam,Debris,2019,0–500 m,20–30°,2000–2500 mm,>1000 m,2010s,1,3,3,6
9974,24.102008,92.791628,898.0,27.73,2289.0,32.9,28.6,38.5,41.5,34.2,18.6,0.186,Tree cover,10.2,Mizoram,Aizawl,Thingdawl,Rock,2016,500–1000 m,20–30°,2000–2500 mm,10–50 m,2010s,2,3,3,2
9975,24.10246,92.811355,743.0,39.41,2221.0,30.3,30.0,39.7,41.6,33.7,19.0,0.19,Grassland,19.2,Mizoram,Aizawl,Thingdawl,Soil,2016,500–1000 m,30–40°,2000–2500 mm,10–50 m,2010s,2,4,3,2
9976,24.106444,92.276389,544.0,24.69,3004.0,28.7,35.8,35.5,41.0,32.8,18.4,0.184,Tree cover,3.0,Tripura,North Tripura,Kanchanpur,Debris,2015,500–1000 m,20–30°,3000–4000 mm,0–10 m,2010s,2,3,5,1
9977,24.107028,92.276667,538.0,25.09,3004.0,28.7,35.8,35.5,41.0,32.8,18.4,0.184,Tree cover,9.1,Tripura,North Tripura,Kanchanpur,Debris,2015,500–1000 m,20–30°,3000–4000 mm,0–10 m,2010s,2,3,5,1
9983,24.11,94.13,954.0,10.39,2258.0,28.4,35.1,36.5,42.0,37.6,18.3,0.183,Tree cover,900.0,Manipur,Chandel,Khengjoy,Soil,2015,500–1000 m,10–20°,2000–2500 mm,500–1000 m,2010s,2,2,3,5
9984,24.11,94.02,1483.0,13.12,2131.0,31.5,31.9,36.6,43.5,35.9,18.6,0.186,Tree cover,1971.8,Manipur,Chandel,Khengjoy,Rock,2015,1000–1500 m,10–20°,2000–2500 mm,>1000 m,2010s,3,2,3,6
9985,24.11,92.39,277.0,5.44,2453.0,29.3,37.2,33.6,40.6,32.3,18.8,0.188,Grassland,100.1,Mizoram,Mamit,Zawlnuam,Debris,2019,0–500 m,0–10°,2000–2500 mm,100–500 m,2010s,1,1,3,4
9982,24.11,93.91,1218.0,22.53,2064.0,27.9,32.2,39.9,42.1,33.3,18.7,0.187,Tree cover,6708.8,Manipur,Chandel,Chakpikarong,Debris,2015,1000–1500 m,20–30°,2000–2500 mm,>1000 m,2010s,3,3,3,6
9996,24.12,92.38,115.0,15.48,2280.0,28.8,36.7,34.5,40.0,31.8,18.5,0.185,Tree cover,519.9,Mizoram,Mamit,Zawlnuam,Debris,2019,0–500 m,10–20°,2000–2500 mm,500–1000 m,2010s,1,2,3,5
9990,24.12,94.07,1340.0,28.86,2149.0,25.3,33.8,40.9,42.2,36.5,19.2,0.192,Tree cover,875.8,Manipur,Chandel,Khengjoy,Rock,2015,1000–1500 m,20–30°,2000–2500 mm,500–1000 m,2010s,3,3,3,5
9992,24.12,94.02,1275.0,26.75,2122.0,28.1,34.3,37.6,42.0,35.9,19.2,0.192,Tree cover,2292.8,Manipur,Chandel,Khengjoy,Rock,2020,1000–1500 m,20–30°,2000–2500 mm,>1000 m,2020s,3,3,3,6
9998,24.12,92.46,125.0,10.01,2203.0,30.1,32.8,37.1,38.9,33.7,17.3,0.173,Tree cover,63.6,Mizoram,Mamit,Zawlnuam,Rock,2019,0–500 m,10–20°,2000–2500 mm,50–100 m,2010s,1,2,3,3
9991,24.12,94.05,1301.0,16.77,2149.0,30.0,33.7,36.3,42.4,36.0,19.3,0.193,Tree cover,90.6,Manipur,Chandel,Khengjoy,Rock,2015,1000–1500 m,10–20°,2000–2500 mm,50–100 m,2010s,3,2,3,3
9999,24.125294,92.805847,707.0,13.25,2274.0,31.1,30.6,38.2,40.9,34.3,18.3,0.183,Grassland,34.4,Mizoram,Aizawl,Thingdawl,Debris,2016,500–1000 m,10–20°,2000–2500 mm,10–50 m,2010s,2,2,3,2
10002,24.129083,92.277667,435.0,25.21,2865.0,27.9,36.1,36.0,39.9,33.5,18.2,0.182,Tree cover,17.7,Tripura,North Tripura,Kanchanpur,Rock,2015,0–500 m,20–30°,2500–3000 mm,10–50 m,2010s,1,3,4,2
10019,24.13,94.06,1424.0,28.25,2151.0,30.2,31.3,38.6,42.8,36.2,19.3,0.193,Tree cover,27.1,Manipur,Chandel,Chakpikarong,Rock,2015,1000–1500 m,20–30°,2000–2500 mm,10–50 m,2010s,3,3,3,2
10015,24.13,94.07,1500.0,43.06,2155.0,31.3,31.9,36.9,42.5,35.6,19.4,0.194,Tree cover,15.1,Manipur,Chandel,Khengjoy,Rock,2015,1000–1500 m,40–50°,2000–2500 mm,10–50 m,2010s,3,5,3,2
10008,24.13,93.99,1290.0,18.91,2115.0,28.0,32.8,39.2,40.6,34.8,18.2,0.182,Tree cover,5194.5,Manipur,Chandel,Khengjoy,Rock,2020,1000–1500 m,10–20°,2000–2500 mm,>1000 m,2020s,3,2,3,6
10010,24.13,94.13,571.0,14.02,2369.0,28.0,33.8,38.2,42.5,36.8,18.2,0.182,Tree cover,1248.3,Manipur,Chandel,Khengjoy,Rock,2015,500–1000 m,10–20°,2000–2500 mm,>1000 m,2010s,2,2,3,6
10013,24.13,94.11,939.0,22.03,2223.0,27.3,35.5,37.2,43.5,36.8,18.0,0.18,Tree cover,209.9,Manipur,Chandel,Khengjoy,Rock,2015,500–1000 m,20–30°,2000–2500 mm,100–500 m,2010s,2,3,3,4
10022,24.134722,92.277639,371.0,32.18,2670.0,26.8,35.8,37.4,39.9,33.5,18.2,0.182,Tree cover,207.3,Tripura,North Tripura,Kanchanpur,Debris,2015,0–500 m,30–40°,2500–3000 mm,100–500 m,2010s,1,4,4,4
10023,24.139861,92.319167,109.0,7.26,2256.0,30.5,35.7,33.9,38.4,32.7,17.7,0.177,Tree cover,1598.4,Tripura,North Tripura,Panisagar,Debris,2015,0–500 m,0–10°,2000–2500 mm,>1000 m,2010s,1,1,3,6
10035,24.14,94.01,1137.0,27.59,2134.0,27.4,32.0,40.6,41.3,35.2,18.8,0.188,Tree cover,4267.5,Manipur,Chandel,Chakpikarong,Rock,2015,1000–1500 m,20–30°,2000–2500 mm,>1000 m,2010s,3,3,3,6
10037,24.141694,92.322306,96.0,12.11,2257.0,30.5,35.4,34.1,38.4,32.7,17.7,0.177,Tree cover,1285.3,Tripura,North Tripura,Panisagar,Debris,2015,0–500 m,10–20°,2000–2500 mm,>1000 m,2010s,1,2,3,6
10038,24.142722,92.273583,299.0,19.29,2776.0,28.4,36.6,35.0,39.5,32.4,17.4,0.174,Tree cover,10.6,Tripura,North Tripura,Kanchanpur,Debris,2015,0–500 m,10–20°,2500–3000 mm,10–50 m,2010s,1,2,4,2
10053,24.15,92.41,138.0,18.99,2406.0,27.8,37.6,34.6,40.5,33.1,18.4,0.184,Tree cover,4633.0,Mizoram,Mamit,Zawlnuam,Debris,2019,0–500 m,10–20°,2000–2500 mm,>1000 m,2010s,1,2,3,6
10050,24.15,94.08,1710.0,22.06,2167.0,31.4,30.5,38.0,43.5,36.0,19.0,0.19,Tree cover,282.5,Manipur,Chandel,Khengjoy,Rock,2015,1500–2000 m,20–30°,2000–2500 mm,100–500 m,2010s,4,3,3,4
10047,24.15,94.1,1054.0,21.39,2260.0,25.4,35.3,39.3,42.3,36.7,18.4,0.184,Tree cover,635.8,Manipur,Chandel,Khengjoy,Rock,2015,1000–1500 m,20–30°,2000–2500 mm,500–1000 m,2010s,3,3,3,5
10056,24.16,93.97,1276.0,22.39,2135.0,30.6,31.6,37.8,41.3,33.1,18.7,0.187,Tree cover,6781.3,Manipur,Chandel,Chakpikarong,Rock,2015,1000–1500 m,20–30°,2000–2500 mm,>1000 m,2010s,3,3,3,6
10058,24.16,93.95,1520.0,18.1,2141.0,31.6,30.7,37.7,42.4,34.3,17.8,0.178,Tree cover,4843.7,Manipur,Chandel,Khengjoy,Rock,2018,1500–2000 m,10–20°,2000–2500 mm,>1000 m,2010s,4,2,3,6
10057,24.16,93.96,1491.0,31.38,2134.0,31.5,30.7,37.8,42.2,34.5,17.9,0.179,Tree cover,5804.5,Manipur,Chandel,Khengjoy,Rock,2015,1000–1500 m,30–40°,2000–2500 mm,>1000 m,2010s,3,4,3,6
10062,24.165583,92.268389,195.0,23.27,2501.0,30.6,33.1,36.3,39.0,32.8,18.8,0.188,Tree cover,10.3,Tripura,North Tripura,Panisagar,Debris,2015,0–500 m,20–30°,2500–3000 mm,10–50 m,2010s,1,3,4,2
10075,24.17,92.53,121.0,31.35,2225.0,28.9,35.1,36.0,38.4,34.6,17.4,0.174,Tree cover,335.2,Mizoram,Mamit,Zawlnuam,Debris,2019,0–500 m,30–40°,2000–2500 mm,100–500 m,2010s,1,4,3,4
10073,24.17,93.93,1506.0,27.44,2134.0,32.2,31.5,36.3,42.1,34.7,18.6,0.186,Tree cover,2569.3,Manipur,Chandel,Chakpikarong,Rock,2015,1500–2000 m,20–30°,2000–2500 mm,>1000 m,2010s,4,3,3,6
10074,24.17,92.33,61.0,11.56,2251.0,30.4,36.5,33.1,39.0,32.7,18.4,0.184,Tree cover,346.9,Mizoram,Mamit,Zawlnuam,Rock,2019,0–500 m,10–20°,2000–2500 mm,100–500 m,2010s,1,2,3,4
10086,24.18,94.07,1143.0,30.48,2199.0,28.0,33.8,38.2,42.6,35.6,19.4,0.194,Tree cover,2068.4,Manipur,Chandel,Khengjoy,Soil,2015,1000–1500 m,30–40°,2000–2500 mm,>1000 m,2010s,3,4,3,6
10087,24.18,92.54,80.0,28.9,2198.0,30.2,35.2,34.6,39.9,34.3,15.9,0.159,Tree cover,26.4,Mizoram,Kolasib,Bilkhawthlir,Rock,2019,0–500 m,20–30°,2000–2500 mm,10–50 m,2010s,1,3,3,2
10084,24.18,93.9,806.0,6.13,2144.0,31.5,28.2,40.3,41.7,34.5,17.0,0.17,Tree cover,91.5,Manipur,Chandel,Chakpikarong,Soil,2015,500–1000 m,0–10°,2000–2500 mm,50–100 m,2010s,2,1,3,3
10088,24.180261,92.690737,664.0,35.48,2652.0,30.0,34.2,35.8,41.8,31.0,18.1,0.181,Tree cover,397.1,Mizoram,Kolasib,Thingdawl,Debris,2016,500–1000 m,30–40°,2500–3000 mm,100–500 m,2010s,2,4,4,4
10092,24.183717,92.798909,742.0,19.99,2372.0,28.8,32.7,38.4,41.4,33.6,18.6,0.186,Tree cover,3.3,Mizoram,Aizawl,Thingdawl,Rock,2016,500–1000 m,10–20°,2000–2500 mm,0–10 m,2010s,2,2,3,1
10104,24.19,94.01,1257.0,27.34,2171.0,28.0,33.6,38.4,40.6,34.8,18.3,0.183,Tree cover,6814.4,Manipur,Chandel,Chakpikarong,Rock,2015,1000–1500 m,20–30°,2000–2500 mm,>1000 m,2010s,3,3,3,6
10101,24.19,94.02,1320.0,18.42,2169.0,26.2,31.6,42.3,41.8,33.7,18.3,0.183,Tree cover,5985.7,Manipur,Chandel,Chakpikarong,Rock,2015,1000–1500 m,10–20°,2000–2500 mm,>1000 m,2010s,3,2,3,6
10100,24.19,94.11,1345.0,25.3,2213.0,28.4,31.1,40.6,43.4,36.1,19.0,0.19,Tree cover,232.6,Manipur,Chandel,Chandel,Debris,2016,1000–1500 m,20–30°,2000–2500 mm,100–500 m,2010s,3,3,3,4
10103,24.19,94.19,911.0,30.97,2326.0,28.2,34.6,37.2,42.6,36.0,17.5,0.175,Tree cover,3085.7,Manipur,Chandel,Chandel,Debris,2018,500–1000 m,30–40°,2000–2500 mm,>1000 m,2010s,2,4,3,6
10102,24.19,94.2,790.0,22.55,2448.0,29.1,34.1,36.8,43.7,36.6,17.6,0.176,Tree cover,3922.6,Manipur,Chandel,Moreh,Rock,2020,500–1000 m,20–30°,2000–2500 mm,>1000 m,2020s,2,3,3,6
10109,24.192522,92.944635,524.0,41.13,2024.0,29.8,27.3,42.9,41.9,35.0,19.0,0.19,Tree cover,7.5,Mizoram,Aizawl,Darlawn,Rock,2016,500–1000 m,40–50°,2000–2500 mm,0–10 m,2010s,2,5,3,1
10110,24.19265,92.944583,539.0,43.34,2024.0,29.8,27.3,42.9,41.9,35.0,19.0,0.19,Tree cover,8.0,Mizoram,Aizawl,Darlawn,Rock,2016,500–1000 m,40–50°,2000–2500 mm,0–10 m,2010s,2,5,3,1
10112,24.193682,92.946417,541.0,35.41,2024.0,30.9,26.9,42.2,41.7,35.2,20.1,0.201,Tree cover,7.9,Mizoram,Aizawl,Darlawn,Debris,2016,500–1000 m,30–40°,2000–2500 mm,0–10 m,2010s,2,4,3,1
10115,24.197474,92.947295,571.0,33.26,2024.0,29.5,28.0,42.6,41.9,35.0,19.0,0.19,Tree cover,27.2,Mizoram,Aizawl,Darlawn,Soil,2016,500–1000 m,30–40°,2000–2500 mm,10–50 m,2010s,2,4,3,2
10117,24.198831,92.946348,578.0,37.32,2024.0,29.6,26.7,43.7,41.9,35.0,19.0,0.19,Tree cover,14.6,Mizoram,Aizawl,Darlawn,Rock,2016,500–1000 m,30–40°,2000–2500 mm,10–50 m,2010s,2,4,3,2
10127,24.2,92.42,551.0,12.31,3088.0,28.9,36.4,34.7,42.0,32.9,18.3,0.183,Tree cover,8350.8,Mizoram,Mamit,Zawlnuam,Soil,2019,500–1000 m,10–20°,3000–4000 mm,>1000 m,2010s,2,2,5,6
10138,24.211504,92.679258,711.0,30.94,2703.0,29.3,33.9,36.8,41.5,33.8,18.3,0.183,Tree cover,23.1,Mizoram,Kolasib,Bilkhawthlir,Debris,2016,500–1000 m,30–40°,2500–3000 mm,10–50 m,2010s,2,4,4,2
10139,24.212361,92.258111,81.0,7.08,2362.0,28.5,34.5,37.0,39.6,32.7,18.3,0.183,Tree cover,1355.3,Tripura,Dhalai,Panisagar,Debris,2015,0–500 m,0–10°,2000–2500 mm,>1000 m,2010s,1,1,3,6
10140,24.214366,92.680404,681.0,33.4,2703.0,31.4,34.0,34.6,40.9,33.2,17.6,0.176,Tree cover,15.6,Mizoram,Kolasib,Bilkhawthlir,Debris,2016,500–1000 m,30–40°,2500–3000 mm,10–50 m,2010s,2,4,4,2
10142,24.216509,92.802591,682.0,20.04,2368.0,28.7,31.5,39.9,42.0,33.5,18.2,0.182,Tree cover,3.4,Mizoram,Aizawl,Thingdawl,Rock,2016,500–1000 m,20–30°,2000–2500 mm,0–10 m,2010s,2,3,3,1
10152,24.22,94.11,1169.0,23.34,2268.0,25.9,35.6,38.6,42.4,35.9,18.4,0.184,Tree cover,505.9,Manipur,Chandel,Chandel,Rock,2015,1000–1500 m,20–30°,2000–2500 mm,500–1000 m,2010s,3,3,3,5
10154,24.22,94.08,1407.0,32.2,2209.0,29.2,31.0,39.8,42.4,35.8,19.4,0.194,Tree cover,52.8,Manipur,Chandel,Chandel,Debris,2015,1000–1500 m,30–40°,2000–2500 mm,50–100 m,2010s,3,4,3,3
10158,24.22,94.26,350.0,18.91,2440.0,27.7,34.9,37.3,40.4,32.3,18.1,0.181,Tree cover,2367.8,Manipur,Chandel,Moreh,Soil,2020,0–500 m,10–20°,2000–2500 mm,>1000 m,2020s,1,2,3,6
10148,24.22,93.88,817.0,16.73,2176.0,30.6,30.1,39.3,41.4,34.1,17.7,0.177,Tree cover,232.8,Manipur,Chandel,Chakpikarong,Soil,2015,500–1000 m,10–20°,2000–2500 mm,100–500 m,2010s,2,2,3,4
10149,24.22,94.24,602.0,16.52,2474.0,27.6,33.3,39.1,42.1,33.3,18.5,0.185,Tree cover,4184.0,Manipur,Chandel,Moreh,Rock,2020,500–1000 m,10–20°,2000–2500 mm,>1000 m,2020s,2,2,3,6
10159,24.220596,92.802961,673.0,27.6,2394.0,28.2,32.7,39.1,42.4,34.2,18.2,0.182,Tree cover,20.2,Mizoram,Aizawl,Thingdawl,Soil,2016,500–1000 m,20–30°,2000–2500 mm,10–50 m,2010s,2,3,3,2
10161,24.225579,92.805884,585.0,32.91,2393.0,28.8,32.6,38.5,42.4,34.2,18.2,0.182,Tree cover,260.0,Mizoram,Aizawl,Thingdawl,Debris,2016,500–1000 m,30–40°,2000–2500 mm,100–500 m,2010s,2,4,3,4
10163,24.225969,92.805611,603.0,29.31,2393.0,28.8,32.6,38.5,42.4,34.2,18.2,0.182,Tree cover,227.7,Mizoram,Aizawl,Thingdawl,Debris,2016,500–1000 m,20–30°,2000–2500 mm,100–500 m,2010s,2,3,3,4
10164,24.228111,92.287417,53.0,6.37,2367.0,28.8,33.7,37.5,39.5,35.0,17.1,0.171,Tree cover,307.0,Tripura,North Tripura,Panisagar,Soil,2015,0–500 m,0–10°,2000–2500 mm,100–500 m,2010s,1,1,3,4
10165,24.229303,92.819002,495.0,5.98,2335.0,31.7,31.9,36.4,41.9,33.4,18.3,0.183,Tree cover,1241.9,Mizoram,Aizawl,Thingdawl,Soil,2015,0–500 m,0–10°,2000–2500 mm,>1000 m,2010s,1,1,3,6
10173,24.232551,92.81525,491.0,30.95,2368.0,32.1,31.6,36.3,41.3,34.2,18.5,0.185,Tree cover,766.3,Mizoram,Aizawl,Thingdawl,Soil,2015,0–500 m,30–40°,2000–2500 mm,500–1000 m,2010s,1,4,3,5
10175,24.237794,92.805727,652.0,17.11,2409.0,29.7,34.2,36.1,42.4,34.2,18.7,0.187,Tree cover,159.3,Mizoram,Aizawl,Thingdawl,Debris,2016,500–1000 m,10–20°,2000–2500 mm,100–500 m,2010s,2,2,3,4
10176,24.23782,92.612062,187.0,17.15,2341.0,26.5,36.3,37.2,39.2,34.3,17.9,0.179,Tree cover,2406.0,Mizoram,Kolasib,Bilkhawthlir,Rock,2016,0–500 m,10–20°,2000–2500 mm,>1000 m,2010s,1,2,3,6
10177,24.237872,92.798117,461.0,31.94,2360.0,31.1,32.7,36.2,40.7,33.7,18.0,0.18,Grassland,820.4,Mizoram,Aizawl,Thingdawl,Debris,2016,0–500 m,30–40°,2000–2500 mm,500–1000 m,2010s,1,4,3,5
10178,24.238745,92.681538,550.0,12.13,2743.0,30.1,34.0,36.0,41.4,34.8,18.4,0.184,Grassland,14.0,Mizoram,Kolasib,Bilkhawthlir,Soil,2016,500–1000 m,10–20°,2500–3000 mm,10–50 m,2010s,2,2,4,2
10186,24.24,94.08,829.0,5.73,2305.0,26.2,33.4,40.4,43.2,34.8,19.5,0.195,Tree cover,1149.4,Manipur,Chandel,Chandel,Soil,2015,500–1000 m,0–10°,2000–2500 mm,>1000 m,2010s,2,1,3,6
10187,24.24,92.36,84.0,11.2,2345.0,27.9,38.5,33.6,39.1,30.9,17.2,0.172,Tree cover,4487.5,Mizoram,Mamit,Zawlnuam,Debris,2019,0–500 m,10–20°,2000–2500 mm,>1000 m,2010s,1,2,3,6
10188,24.240194,92.247861,136.0,32.67,2581.0,27.2,33.5,39.3,40.1,34.6,18.4,0.184,Tree cover,2.8,Tripura,North Tripura,Panisagar,Rock,2015,0–500 m,30–40°,2500–3000 mm,0–10 m,2010s,1,4,4,1
10189,24.240244,92.694292,496.0,26.34,2577.0,30.7,34.1,35.2,40.7,34.1,17.7,0.177,Tree cover,238.0,Mizoram,Kolasib,Bilkhawthlir,Debris,2016,0–500 m,20–30°,2500–3000 mm,100–500 m,2010s,1,3,4,4
10190,24.240415,92.941421,596.0,33.79,2095.0,32.4,28.2,39.5,40.8,35.0,18.5,0.185,Tree cover,1331.8,Mizoram,Aizawl,Darlawn,Rock,2016,500–1000 m,30–40°,2000–2500 mm,>1000 m,2010s,2,4,3,6
10193,24.24496,92.683014,464.0,32.17,2735.0,27.2,36.1,36.8,41.4,34.8,18.4,0.184,Tree cover,10.4,Mizoram,Kolasib,Bilkhawthlir,Debris,2016,0–500 m,30–40°,2500–3000 mm,10–50 m,2010s,1,4,4,2
10197,24.248558,92.954177,718.0,19.13,2008.0,31.0,27.6,41.4,41.2,35.5,19.1,0.191,Tree cover,141.4,Mizoram,Aizawl,Darlawn,Debris,2016,500–1000 m,10–20°,2000–2500 mm,100–500 m,2010s,2,2,3,4
10200,24.25,94.08,1170.0,25.5,2272.0,29.5,30.5,40.1,42.9,35.1,19.6,0.196,Tree cover,287.1,Manipur,Chandel,Chandel,Rock,2015,1000–1500 m,20–30°,2000–2500 mm,100–500 m,2010s,3,3,3,4
10201,24.25,94.07,1486.0,32.04,2230.0,30.1,32.0,37.9,43.2,35.8,19.6,0.196,Tree cover,221.5,Manipur,Chandel,Chandel,Rock,2015,1000–1500 m,30–40°,2000–2500 mm,100–500 m,2010s,3,4,3,4
10217,24.26,92.81,703.0,18.65,2409.0,30.7,31.0,38.3,42.0,34.5,19.1,0.191,Tree cover,218.9,Mizoram,Kolasib,Thingdawl,Debris,2019,500–1000 m,10–20°,2000–2500 mm,100–500 m,2010s,2,2,3,4
10235,24.27,92.81,544.0,26.21,2416.0,31.2,32.4,36.4,41.6,34.7,18.2,0.182,Grassland,298.1,Mizoram,Kolasib,Thingdawl,Debris,2019,500–1000 m,20–30°,2000–2500 mm,100–500 m,2010s,2,3,3,4
10263,24.29,92.96,843.0,40.11,1962.0,32.8,27.3,40.0,42.0,35.4,19.6,0.196,Tree cover,312.9,Mizoram,Aizawl,Darlawn,Rock,2019,500–1000 m,40–50°,1500–2000 mm,100–500 m,2010s,2,5,2,4
10262,24.29,92.95,962.0,16.35,1983.0,31.3,26.7,42.0,41.9,35.0,20.1,0.201,Tree cover,177.2,Mizoram,Aizawl,Darlawn,Rock,2019,500–1000 m,10–20°,1500–2000 mm,100–500 m,2010s,2,2,2,4
10339,24.34,92.74,145.0,16.2,2312.0,28.9,32.7,38.4,41.1,33.9,17.7,0.177,Tree cover,1818.6,Mizoram,Kolasib,Bilkhawthlir,Debris,2019,0–500 m,10–20°,2000–2500 mm,>1000 m,2010s,1,2,3,6
10369,24.35,92.82,488.0,21.21,2414.0,31.2,32.6,36.3,42.2,33.1,18.4,0.184,Tree cover,345.2,Mizoram,Kolasib,Bilkhawthlir,Rock,2019,0–500 m,20–30°,2000–2500 mm,100–500 m,2010s,1,3,3,4
10378,24.36,92.83,387.0,10.32,2390.0,31.2,32.6,36.2,40.9,34.4,18.3,0.183,Tree cover,271.6,Mizoram,Kolasib,Bilkhawthlir,Debris,2019,0–500 m,10–20°,2000–2500 mm,100–500 m,2010s,1,2,3,4
10377,24.36,92.88,88.0,18.0,2149.0,27.5,31.3,41.1,40.7,35.5,18.2,0.182,Tree cover,92.7,Mizoram,Kolasib,Bilkhawthlir,Debris,2019,0–500 m,10–20°,2000–2500 mm,50–100 m,2010s,1,2,3,3
10379,24.36,92.82,309.0,18.8,2379.0,30.0,32.9,37.1,40.9,34.1,18.1,0.181,Tree cover,45.1,Mizoram,Kolasib,Bilkhawthlir,Debris,2019,0–500 m,10–20°,2000–2500 mm,10–50 m,2010s,1,2,3,2
10394,24.37,92.87,151.0,31.97,2223.0,26.1,30.9,43.0,41.1,34.9,18.6,0.186,Tree cover,158.4,Mizoram,Kolasib,Bilkhawthlir,Debris,2019,0–500 m,30–40°,2000–2500 mm,100–500 m,2010s,1,4,3,4
10396,24.37,92.85,344.0,20.43,2342.0,30.6,31.7,37.7,41.0,34.3,18.7,0.187,Tree cover,145.5,Mizoram,Kolasib,Bilkhawthlir,Rock,2019,0–500 m,20–30°,2000–2500 mm,100–500 m,2010s,1,3,3,4
10395,24.37,92.86,281.0,7.82,2308.0,27.6,33.5,38.9,40.9,34.3,18.7,0.187,Tree cover,171.7,Mizoram,Kolasib,Bilkhawthlir,Debris,2019,0–500 m,0–10°,2000–2500 mm,100–500 m,2010s,1,1,3,4
10400,24.38,92.82,213.0,23.14,2296.0,26.4,32.4,41.2,40.0,34.3,17.2,0.172,Tree cover,493.6,Mizoram,Kolasib,Bilkhawthlir,Debris,2019,0–500 m,20–30°,2000–2500 mm,100–500 m,2010s,1,3,3,4
10405,24.3885,94.151361,1371.0,25.79,2321.0,29.5,33.8,36.7,43.2,35.1,19.5,0.195,Grassland,66.6,Manipur,Tengnoupal,Tengnoupal,Debris,2015,1000–1500 m,20–30°,2000–2500 mm,50–100 m,2010s,3,3,3,3
10409,24.392111,94.154889,1305.0,21.05,2313.0,29.5,33.7,36.8,43.0,35.4,19.4,0.194,Tree cover,17.5,Manipur,Tengnoupal,Tengnoupal,Debris,2016,1000–1500 m,20–30°,2000–2500 mm,10–50 m,2010s,3,3,3,2
10411,24.4,92.8,101.0,8.26,2237.0,27.1,30.9,42.0,39.7,34.6,16.7,0.167,Tree cover,28.1,Mizoram,Kolasib,Bilkhawthlir,Debris,2019,0–500 m,0–10°,2000–2500 mm,10–50 m,2010s,1,1,3,2
10419,24.416917,94.188083,1289.0,28.17,2316.0,29.5,32.8,37.7,42.6,35.8,18.9,0.189,Tree cover,190.6,Manipur,Tengnoupal,Tengnoupal,Rock,2017,1000–1500 m,20–30°,2000–2500 mm,100–500 m,2010s,3,3,3,4
10421,24.419222,94.179,1334.0,31.54,2303.0,29.3,33.8,36.9,42.9,35.7,19.2,0.192,Tree cover,46.5,Manipur,Tengnoupal,Tengnoupal,Debris,2017,1000–1500 m,30–40°,2000–2500 mm,10–50 m,2010s,3,4,3,2
